AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P
19.0,1.0,19.0,5.0,4850.0,8.0,17.0,30.0,2.0,1.0
20.0,1.0,19.0,5.0,4120.0,12.0,17.0,20.0,2.0,1.0
19.0,1.0,19.0,5.0,4760.0,8.0,17.0,20.0,2.0,1.0
45.0,5.0,21.0,3.0,705.0,20.0,17.0,40.0,2.0,1.0
18.0,1.0,18.0,5.0,4760.0,24.0,17.0,12.0,2.0,1.0
26.0,1.0,16.0,5.0,7340.0,8.0,16.0,40.0,1.0,2.0
27.0,1.0,21.0,5.0,2205.0,210.0,17.0,10.0,2.0,6.0
32.0,1.0,16.0,3.0,4110.0,303.0,17.0,30.0,2.0,1.0
18.0,1.0,19.0,5.0,5240.0,303.0,17.0,20.0,1.0,1.0
24.0,5.0,13.0,5.0,3740.0,48.0,17.0,12.0,1.0,1.0
19.0,1.0,19.0,5.0,3960.0,48.0,17.0,5.0,2.0,1.0
20.0,4.0,19.0,5.0,5165.0,8.0,17.0,6.0,2.0,2.0
18.0,1.0,18.0,5.0,4760.0,24.0,17.0,12.0,2.0,1.0
21.0,5.0,19.0,5.0,3402.0,4.0,17.0,65.0,2.0,1.0
19.0,1.0,18.0,5.0,5400.0,24.0,17.0,20.0,2.0,1.0
30.0,1.0,19.0,3.0,6230.0,8.0,16.0,35.0,1.0,9.0
23.0,1.0,16.0,5.0,4110.0,8.0,16.0,40.0,2.0,1.0
22.0,5.0,16.0,5.0,9825.0,40.0,17.0,72.0,1.0,9.0
28.0,5.0,21.0,1.0,9800.0,42.0,17.0,40.0,1.0,1.0
20.0,4.0,19.0,5.0,4640.0,6.0,17.0,25.0,2.0,1.0
19.0,1.0,19.0,5.0,5240.0,6.0,17.0,15.0,1.0,1.0
18.0,1.0,19.0,5.0,6230.0,49.0,17.0,20.0,2.0,1.0
20.0,1.0,18.0,5.0,4760.0,27.0,17.0,10.0,1.0,1.0
19.0,5.0,19.0,5.0,9825.0,17.0,17.0,40.0,1.0,1.0
20.0,5.0,19.0,5.0,9825.0,13.0,17.0,40.0,1.0,1.0
28.0,5.0,21.0,1.0,9800.0,42.0,17.0,40.0,1.0,1.0
41.0,1.0,19.0,5.0,4230.0,8.0,17.0,40.0,1.0,1.0
20.0,1.0,19.0,5.0,2300.0,48.0,17.0,4.0,2.0,1.0
19.0,5.0,19.0,5.0,9825.0,110.0,17.0,40.0,2.0,1.0
19.0,4.0,16.0,5.0,3960.0,22.0,17.0,50.0,1.0,1.0
20.0,1.0,16.0,5.0,5350.0,8.0,16.0,40.0,1.0,1.0
19.0,1.0,19.0,5.0,5860.0,55.0,17.0,15.0,2.0,1.0
19.0,1.0,19.0,5.0,2360.0,48.0,17.0,30.0,2.0,1.0
45.0,5.0,21.0,3.0,705.0,20.0,17.0,40.0,2.0,1.0
37.0,1.0,17.0,5.0,7330.0,8.0,16.0,40.0,1.0,1.0
24.0,5.0,19.0,5.0,9825.0,13.0,17.0,40.0,1.0,2.0
24.0,1.0,18.0,5.0,725.0,42.0,17.0,40.0,1.0,1.0
18.0,1.0,18.0,5.0,5320.0,8.0,17.0,20.0,2.0,2.0
18.0,1.0,18.0,5.0,5400.0,8.0,17.0,8.0,2.0,1.0
18.0,2.0,18.0,5.0,4622.0,35.0,17.0,15.0,1.0,1.0
34.0,1.0,17.0,5.0,7855.0,8.0,16.0,40.0,2.0,1.0
20.0,1.0,19.0,5.0,4055.0,8.0,17.0,20.0,1.0,9.0
20.0,1.0,18.0,5.0,4600.0,6.0,17.0,10.0,2.0,1.0
19.0,5.0,18.0,5.0,9825.0,55.0,17.0,40.0,1.0,1.0
19.0,6.0,18.0,5.0,440.0,15.0,17.0,40.0,1.0,7.0
22.0,1.0,19.0,5.0,4110.0,8.0,17.0,50.0,1.0,1.0
19.0,3.0,18.0,5.0,4220.0,5.0,17.0,10.0,1.0,1.0
28.0,1.0,18.0,1.0,8300.0,8.0,16.0,40.0,2.0,1.0
22.0,1.0,19.0,5.0,700.0,6.0,17.0,30.0,2.0,1.0
35.0,1.0,17.0,1.0,4710.0,41.0,16.0,55.0,1.0,1.0
32.0,1.0,17.0,5.0,4220.0,8.0,16.0,40.0,1.0,1.0
39.0,1.0,17.0,5.0,4251.0,8.0,17.0,7.0,1.0,1.0
23.0,5.0,19.0,5.0,9825.0,132.0,17.0,40.0,1.0,1.0
41.0,1.0,19.0,5.0,4230.0,8.0,17.0,40.0,1.0,1.0
18.0,1.0,14.0,5.0,6355.0,49.0,16.0,40.0,1.0,8.0
26.0,1.0,18.0,5.0,4030.0,8.0,17.0,35.0,1.0,3.0
22.0,5.0,16.0,5.0,9825.0,51.0,17.0,40.0,1.0,1.0
25.0,5.0,18.0,5.0,1980.0,48.0,17.0,50.0,1.0,1.0
19.0,3.0,18.0,5.0,2723.0,2.0,17.0,12.0,2.0,1.0
19.0,3.0,19.0,5.0,2723.0,32.0,17.0,6.0,1.0,1.0
18.0,3.0,18.0,5.0,4435.0,8.0,17.0,36.0,1.0,1.0
19.0,1.0,19.0,5.0,4110.0,12.0,17.0,30.0,2.0,1.0
18.0,4.0,19.0,5.0,2710.0,35.0,17.0,4.0,1.0,1.0
20.0,1.0,19.0,5.0,230.0,4.0,17.0,15.0,2.0,1.0
18.0,1.0,18.0,5.0,4760.0,8.0,17.0,35.0,2.0,1.0
19.0,1.0,19.0,5.0,2722.0,4.0,17.0,20.0,2.0,2.0
18.0,1.0,16.0,5.0,4720.0,17.0,17.0,40.0,2.0,6.0
18.0,2.0,16.0,5.0,4020.0,35.0,17.0,20.0,1.0,1.0
22.0,1.0,19.0,5.0,4110.0,8.0,17.0,25.0,2.0,1.0
38.0,1.0,16.0,5.0,6260.0,8.0,16.0,52.0,1.0,3.0
31.0,1.0,19.0,1.0,9620.0,72.0,16.0,50.0,1.0,1.0
21.0,1.0,16.0,5.0,9600.0,8.0,16.0,80.0,1.0,1.0
20.0,5.0,19.0,5.0,9825.0,48.0,17.0,40.0,1.0,2.0
18.0,5.0,16.0,5.0,5540.0,8.0,17.0,25.0,1.0,1.0
29.0,1.0,16.0,5.0,6260.0,6.0,17.0,40.0,2.0,1.0
36.0,1.0,18.0,1.0,9640.0,8.0,16.0,40.0,2.0,1.0
47.0,1.0,19.0,1.0,1050.0,25.0,17.0,40.0,1.0,1.0
38.0,2.0,16.0,5.0,9620.0,8.0,17.0,28.0,1.0,1.0
60.0,1.0,16.0,3.0,9600.0,8.0,16.0,20.0,1.0,1.0
19.0,1.0,16.0,5.0,4110.0,8.0,17.0,35.0,2.0,1.0
27.0,1.0,22.0,5.0,2205.0,212.0,17.0,25.0,2.0,1.0
18.0,1.0,18.0,5.0,4055.0,8.0,17.0,20.0,2.0,1.0
20.0,1.0,16.0,5.0,5350.0,8.0,16.0,40.0,1.0,1.0
18.0,1.0,19.0,5.0,2910.0,8.0,17.0,20.0,2.0,1.0
18.0,1.0,16.0,5.0,4150.0,8.0,17.0,15.0,2.0,1.0
20.0,1.0,18.0,5.0,4720.0,207.0,17.0,6.0,1.0,6.0
18.0,5.0,18.0,5.0,9830.0,20.0,17.0,40.0,2.0,1.0
37.0,2.0,16.0,5.0,9620.0,8.0,17.0,18.0,2.0,1.0
18.0,1.0,19.0,5.0,4030.0,26.0,17.0,30.0,2.0,1.0
45.0,1.0,19.0,3.0,7340.0,6.0,17.0,40.0,1.0,1.0
18.0,1.0,18.0,5.0,4110.0,51.0,17.0,30.0,1.0,1.0
23.0,1.0,19.0,5.0,5400.0,8.0,17.0,20.0,1.0,1.0
32.0,1.0,20.0,1.0,9645.0,48.0,16.0,40.0,1.0,2.0
21.0,4.0,19.0,5.0,1970.0,53.0,17.0,20.0,1.0,1.0
21.0,4.0,19.0,5.0,2350.0,35.0,17.0,12.0,2.0,3.0
19.0,2.0,19.0,5.0,2545.0,6.0,17.0,40.0,1.0,1.0
20.0,1.0,18.0,5.0,9365.0,8.0,17.0,30.0,1.0,1.0
22.0,7.0,18.0,5.0,5510.0,22.0,17.0,30.0,1.0,1.0
43.0,1.0,21.0,3.0,5400.0,5.0,17.0,40.0,1.0,1.0
18.0,1.0,18.0,5.0,4055.0,8.0,17.0,20.0,2.0,1.0
19.0,6.0,19.0,5.0,4220.0,8.0,17.0,10.0,1.0,1.0
24.0,2.0,17.0,5.0,4940.0,6.0,16.0,40.0,2.0,1.0
18.0,2.0,16.0,5.0,3960.0,6.0,17.0,30.0,1.0,1.0
22.0,5.0,16.0,5.0,9825.0,40.0,17.0,72.0,1.0,9.0
20.0,1.0,19.0,5.0,1108.0,8.0,17.0,20.0,1.0,1.0
21.0,5.0,19.0,5.0,9825.0,16.0,17.0,60.0,1.0,1.0
28.0,1.0,14.0,5.0,4251.0,8.0,16.0,40.0,1.0,1.0
25.0,1.0,19.0,5.0,6260.0,4.0,16.0,40.0,1.0,8.0
18.0,2.0,18.0,5.0,4600.0,8.0,17.0,12.0,2.0,1.0
21.0,1.0,19.0,5.0,5240.0,8.0,17.0,25.0,1.0,1.0
31.0,5.0,21.0,1.0,2861.0,48.0,17.0,40.0,1.0,1.0
21.0,5.0,16.0,5.0,7315.0,48.0,17.0,45.0,1.0,1.0
18.0,1.0,16.0,5.0,9620.0,8.0,17.0,30.0,1.0,1.0
21.0,1.0,19.0,5.0,9645.0,8.0,17.0,20.0,1.0,1.0
39.0,1.0,18.0,3.0,4230.0,53.0,17.0,40.0,2.0,2.0
19.0,5.0,16.0,5.0,7220.0,12.0,17.0,50.0,1.0,1.0
21.0,5.0,19.0,5.0,9825.0,48.0,17.0,40.0,2.0,2.0
19.0,1.0,19.0,5.0,4055.0,8.0,17.0,25.0,2.0,1.0
19.0,5.0,16.0,5.0,9825.0,139.0,16.0,65.0,1.0,1.0
21.0,5.0,16.0,5.0,9825.0,42.0,17.0,55.0,1.0,1.0
18.0,1.0,14.0,5.0,6355.0,49.0,16.0,40.0,1.0,8.0
19.0,5.0,19.0,5.0,9825.0,26.0,17.0,40.0,1.0,1.0
20.0,5.0,16.0,5.0,5360.0,34.0,17.0,45.0,2.0,2.0
24.0,5.0,19.0,5.0,9825.0,42.0,17.0,40.0,1.0,1.0
26.0,1.0,18.0,5.0,4220.0,51.0,17.0,40.0,1.0,1.0
20.0,1.0,16.0,5.0,4030.0,48.0,17.0,22.0,2.0,8.0
64.0,2.0,20.0,1.0,4760.0,31.0,17.0,40.0,2.0,1.0
21.0,5.0,19.0,5.0,6765.0,6.0,17.0,60.0,1.0,1.0
63.0,5.0,21.0,1.0,440.0,9.0,17.0,40.0,1.0,1.0
19.0,3.0,19.0,5.0,4251.0,8.0,17.0,40.0,1.0,9.0
19.0,1.0,18.0,5.0,4720.0,8.0,17.0,30.0,2.0,1.0
21.0,5.0,19.0,5.0,9825.0,132.0,17.0,40.0,1.0,1.0
24.0,5.0,13.0,5.0,3740.0,48.0,17.0,12.0,1.0,1.0
22.0,5.0,16.0,5.0,9825.0,4.0,16.0,98.0,1.0,9.0
23.0,5.0,16.0,5.0,6765.0,6.0,17.0,55.0,1.0,1.0
21.0,1.0,16.0,5.0,6950.0,48.0,17.0,50.0,1.0,1.0
19.0,4.0,16.0,5.0,3960.0,22.0,17.0,50.0,1.0,1.0
28.0,5.0,21.0,1.0,9800.0,42.0,17.0,40.0,1.0,1.0
17.0,1.0,14.0,5.0,4720.0,48.0,17.0,24.0,2.0,1.0
22.0,5.0,16.0,5.0,9825.0,6.0,16.0,70.0,1.0,1.0
63.0,5.0,21.0,1.0,440.0,9.0,17.0,40.0,1.0,1.0
24.0,1.0,19.0,5.0,3500.0,51.0,17.0,40.0,2.0,1.0
18.0,1.0,16.0,5.0,4760.0,8.0,17.0,10.0,2.0,1.0
18.0,1.0,18.0,5.0,5400.0,8.0,17.0,8.0,2.0,1.0
18.0,5.0,18.0,5.0,9825.0,34.0,17.0,40.0,1.0,2.0
20.0,4.0,19.0,5.0,4640.0,6.0,17.0,25.0,2.0,1.0
19.0,1.0,19.0,5.0,4055.0,27.0,17.0,30.0,2.0,9.0
20.0,5.0,16.0,5.0,3423.0,48.0,17.0,70.0,1.0,1.0
20.0,5.0,19.0,5.0,9825.0,39.0,17.0,40.0,2.0,1.0
21.0,5.0,19.0,5.0,9830.0,53.0,17.0,40.0,1.0,1.0
20.0,1.0,19.0,5.0,9620.0,26.0,17.0,30.0,2.0,1.0
19.0,1.0,19.0,5.0,4760.0,8.0,17.0,20.0,2.0,1.0
31.0,1.0,20.0,1.0,3603.0,6.0,17.0,40.0,2.0,1.0
22.0,1.0,19.0,5.0,4110.0,29.0,17.0,20.0,1.0,1.0
19.0,1.0,19.0,5.0,8950.0,8.0,17.0,15.0,2.0,1.0
33.0,1.0,17.0,1.0,4252.0,8.0,16.0,40.0,1.0,1.0
21.0,5.0,19.0,5.0,9825.0,41.0,17.0,40.0,1.0,1.0
23.0,5.0,16.0,5.0,6765.0,6.0,17.0,55.0,1.0,1.0
19.0,1.0,18.0,5.0,9645.0,8.0,17.0,40.0,2.0,2.0
21.0,1.0,19.0,5.0,725.0,138.0,17.0,17.0,2.0,1.0
42.0,1.0,19.0,3.0,52.0,48.0,16.0,40.0,1.0,1.0
35.0,6.0,13.0,1.0,4251.0,17.0,16.0,20.0,1.0,1.0
33.0,1.0,17.0,1.0,4252.0,8.0,16.0,40.0,1.0,1.0
45.0,5.0,21.0,3.0,705.0,20.0,17.0,40.0,2.0,1.0
18.0,5.0,18.0,5.0,9825.0,36.0,17.0,40.0,1.0,1.0
20.0,1.0,19.0,5.0,9645.0,8.0,17.0,20.0,2.0,1.0
18.0,4.0,16.0,5.0,1555.0,11.0,17.0,12.0,2.0,1.0
20.0,1.0,19.0,5.0,4760.0,32.0,17.0,25.0,2.0,1.0
20.0,5.0,19.0,5.0,9825.0,35.0,17.0,40.0,1.0,1.0
19.0,1.0,19.0,5.0,6260.0,8.0,17.0,75.0,1.0,9.0
18.0,1.0,19.0,5.0,4055.0,17.0,17.0,15.0,2.0,1.0
21.0,6.0,19.0,5.0,205.0,8.0,17.0,80.0,1.0,1.0
19.0,1.0,16.0,5.0,4110.0,8.0,17.0,40.0,2.0,1.0
18.0,4.0,19.0,5.0,2710.0,35.0,17.0,4.0,1.0,1.0
38.0,1.0,16.0,5.0,7150.0,8.0,16.0,40.0,1.0,1.0
18.0,1.0,18.0,5.0,5240.0,8.0,17.0,10.0,2.0,1.0
18.0,1.0,16.0,5.0,4110.0,27.0,17.0,20.0,1.0,1.0
21.0,5.0,19.0,5.0,7020.0,40.0,17.0,40.0,1.0,2.0
19.0,1.0,18.0,5.0,5400.0,24.0,17.0,20.0,2.0,1.0
18.0,1.0,18.0,5.0,4600.0,55.0,17.0,30.0,2.0,1.0
19.0,5.0,19.0,5.0,9825.0,48.0,17.0,40.0,1.0,1.0
19.0,5.0,19.0,5.0,9825.0,26.0,17.0,40.0,1.0,1.0
20.0,1.0,16.0,5.0,4030.0,48.0,17.0,22.0,2.0,8.0
38.0,2.0,16.0,5.0,9620.0,8.0,17.0,28.0,1.0,1.0
18.0,1.0,19.0,5.0,4150.0,55.0,17.0,10.0,2.0,1.0
18.0,1.0,16.0,5.0,4600.0,8.0,17.0,30.0,2.0,1.0
19.0,5.0,18.0,5.0,3402.0,38.0,17.0,50.0,1.0,1.0
36.0,6.0,16.0,3.0,4251.0,8.0,16.0,20.0,1.0,1.0
59.0,1.0,19.0,2.0,7750.0,11.0,17.0,40.0,1.0,1.0
32.0,1.0,17.0,5.0,7315.0,8.0,16.0,40.0,1.0,1.0
35.0,1.0,17.0,1.0,4710.0,41.0,16.0,55.0,1.0,1.0
22.0,1.0,17.0,5.0,4020.0,32.0,16.0,20.0,1.0,1.0
26.0,1.0,18.0,5.0,4030.0,8.0,17.0,35.0,1.0,3.0
18.0,2.0,16.0,5.0,4020.0,35.0,17.0,20.0,1.0,1.0
18.0,1.0,18.0,5.0,4120.0,42.0,17.0,20.0,2.0,6.0
18.0,1.0,18.0,5.0,4140.0,8.0,17.0,35.0,1.0,1.0
18.0,1.0,18.0,5.0,4760.0,51.0,17.0,30.0,1.0,1.0
31.0,1.0,14.0,4.0,4000.0,8.0,16.0,40.0,2.0,1.0
20.0,1.0,19.0,5.0,230.0,8.0,17.0,24.0,2.0,1.0
20.0,1.0,19.0,5.0,5260.0,134.0,17.0,30.0,2.0,1.0
18.0,5.0,18.0,5.0,9825.0,36.0,17.0,40.0,1.0,1.0
20.0,1.0,18.0,5.0,4760.0,27.0,17.0,10.0,1.0,1.0
26.0,5.0,19.0,5.0,9825.0,48.0,17.0,60.0,1.0,6.0
19.0,5.0,19.0,5.0,9825.0,49.0,17.0,40.0,1.0,1.0
18.0,1.0,18.0,5.0,4020.0,8.0,17.0,30.0,1.0,1.0
57.0,1.0,16.0,5.0,4030.0,38.0,17.0,40.0,2.0,1.0
35.0,6.0,13.0,1.0,4251.0,17.0,16.0,20.0,1.0,1.0
19.0,1.0,16.0,5.0,1050.0,8.0,17.0,10.0,1.0,1.0
21.0,1.0,19.0,5.0,4251.0,48.0,17.0,40.0,1.0,1.0
45.0,1.0,19.0,3.0,7340.0,6.0,17.0,40.0,1.0,1.0
19.0,1.0,19.0,5.0,9620.0,2.0,17.0,40.0,2.0,1.0
19.0,1.0,18.0,5.0,2722.0,36.0,17.0,20.0,2.0,1.0
20.0,1.0,18.0,5.0,4020.0,13.0,17.0,30.0,1.0,2.0
17.0,1.0,19.0,5.0,4251.0,8.0,16.0,8.0,1.0,8.0
22.0,1.0,19.0,5.0,700.0,8.0,17.0,35.0,2.0,1.0
24.0,1.0,19.0,5.0,5740.0,36.0,17.0,40.0,2.0,2.0
19.0,4.0,19.0,5.0,5240.0,8.0,17.0,4.0,1.0,1.0
18.0,1.0,19.0,5.0,4055.0,8.0,17.0,15.0,2.0,1.0
24.0,5.0,13.0,5.0,3740.0,48.0,17.0,12.0,1.0,1.0
18.0,6.0,18.0,5.0,4600.0,6.0,17.0,5.0,2.0,1.0
86.0,1.0,18.0,2.0,940.0,40.0,16.0,40.0,2.0,3.0
23.0,5.0,18.0,5.0,9825.0,27.0,17.0,60.0,1.0,1.0
19.0,1.0,18.0,5.0,2205.0,39.0,17.0,20.0,1.0,1.0
39.0,1.0,18.0,3.0,4230.0,53.0,17.0,40.0,2.0,2.0
23.0,5.0,16.0,5.0,9825.0,15.0,16.0,60.0,1.0,6.0
25.0,5.0,19.0,5.0,4220.0,8.0,17.0,40.0,1.0,1.0
21.0,1.0,19.0,5.0,4720.0,47.0,17.0,20.0,1.0,1.0
64.0,2.0,20.0,1.0,4760.0,31.0,17.0,40.0,2.0,1.0
19.0,5.0,18.0,5.0,6765.0,51.0,17.0,60.0,1.0,1.0
18.0,1.0,18.0,5.0,4120.0,42.0,17.0,20.0,2.0,6.0
18.0,1.0,14.0,5.0,6355.0,49.0,16.0,40.0,1.0,8.0
17.0,1.0,14.0,5.0,4720.0,48.0,17.0,24.0,2.0,1.0
21.0,5.0,16.0,5.0,1108.0,12.0,17.0,50.0,2.0,2.0
18.0,1.0,19.0,5.0,4030.0,26.0,17.0,30.0,2.0,1.0
20.0,1.0,19.0,5.0,1108.0,8.0,17.0,20.0,1.0,1.0
19.0,1.0,19.0,5.0,4760.0,8.0,17.0,20.0,2.0,1.0
19.0,3.0,19.0,5.0,2723.0,32.0,17.0,6.0,1.0,1.0
18.0,1.0,18.0,5.0,5860.0,8.0,17.0,5.0,2.0,1.0
21.0,5.0,19.0,5.0,9825.0,53.0,17.0,40.0,1.0,1.0
40.0,4.0,17.0,3.0,310.0,19.0,17.0,33.0,1.0,1.0
19.0,1.0,19.0,5.0,2360.0,48.0,17.0,30.0,2.0,1.0
45.0,5.0,21.0,3.0,705.0,20.0,17.0,40.0,2.0,1.0
47.0,1.0,19.0,5.0,6260.0,303.0,16.0,40.0,1.0,1.0
86.0,1.0,18.0,2.0,940.0,40.0,16.0,40.0,2.0,3.0
18.0,1.0,18.0,5.0,6050.0,515.0,17.0,40.0,1.0,1.0
18.0,1.0,18.0,5.0,4110.0,8.0,17.0,40.0,1.0,1.0
19.0,2.0,19.0,5.0,2850.0,6.0,17.0,2.0,2.0,9.0
28.0,1.0,18.0,1.0,8300.0,8.0,16.0,40.0,2.0,1.0
18.0,4.0,16.0,5.0,4010.0,8.0,17.0,25.0,2.0,1.0
20.0,5.0,19.0,5.0,9825.0,27.0,17.0,40.0,1.0,1.0
38.0,1.0,19.0,5.0,4720.0,35.0,16.0,40.0,1.0,1.0
53.0,1.0,16.0,5.0,4030.0,19.0,17.0,50.0,1.0,1.0
18.0,1.0,18.0,5.0,4130.0,8.0,17.0,14.0,2.0,1.0
20.0,4.0,19.0,5.0,230.0,20.0,17.0,30.0,2.0,1.0
20.0,1.0,19.0,5.0,4150.0,49.0,17.0,30.0,2.0,1.0
20.0,1.0,19.0,5.0,1031.0,17.0,17.0,35.0,1.0,1.0
19.0,1.0,18.0,5.0,6600.0,17.0,17.0,30.0,1.0,1.0
18.0,1.0,18.0,5.0,9610.0,26.0,17.0,40.0,1.0,1.0
50.0,1.0,17.0,1.0,9610.0,31.0,16.0,60.0,1.0,1.0
26.0,5.0,16.0,5.0,6530.0,55.0,16.0,35.0,1.0,2.0
21.0,1.0,19.0,5.0,4720.0,207.0,17.0,10.0,1.0,6.0
18.0,1.0,16.0,5.0,6260.0,8.0,17.0,20.0,1.0,1.0
21.0,5.0,19.0,5.0,9825.0,53.0,17.0,40.0,1.0,1.0
20.0,1.0,19.0,5.0,5740.0,8.0,17.0,40.0,2.0,1.0
19.0,1.0,18.0,5.0,4640.0,8.0,17.0,40.0,2.0,1.0
18.0,2.0,19.0,5.0,2350.0,8.0,17.0,20.0,2.0,1.0
19.0,1.0,18.0,5.0,8555.0,24.0,17.0,20.0,1.0,1.0
20.0,1.0,19.0,5.0,4760.0,8.0,17.0,25.0,2.0,1.0
19.0,1.0,18.0,5.0,4130.0,8.0,17.0,20.0,1.0,1.0
18.0,3.0,16.0,5.0,3960.0,8.0,17.0,35.0,2.0,1.0
18.0,1.0,19.0,5.0,3602.0,8.0,17.0,10.0,1.0,1.0
49.0,7.0,16.0,3.0,7200.0,8.0,16.0,50.0,1.0,1.0
19.0,5.0,18.0,5.0,9825.0,217.0,17.0,40.0,2.0,6.0
19.0,1.0,19.0,5.0,4350.0,8.0,17.0,40.0,1.0,1.0
18.0,1.0,18.0,5.0,9620.0,8.0,17.0,9.0,1.0,1.0
18.0,1.0,19.0,5.0,4055.0,17.0,17.0,15.0,2.0,1.0
18.0,2.0,16.0,5.0,4020.0,35.0,17.0,20.0,1.0,1.0
20.0,5.0,16.0,5.0,9825.0,42.0,17.0,50.0,1.0,1.0
18.0,1.0,18.0,5.0,3960.0,8.0,17.0,40.0,2.0,1.0
18.0,1.0,18.0,5.0,4110.0,217.0,17.0,25.0,1.0,6.0
18.0,1.0,18.0,5.0,4600.0,8.0,17.0,6.0,2.0,1.0
18.0,1.0,19.0,5.0,4055.0,8.0,17.0,15.0,2.0,1.0
